n,k,comparisons, execution_time
41000,4,12,0.07252670003799722
41000,5,15,0.07421240000985563
41000,6,14,0.07374860002892092
41000,7,15,0.07241510000312701
41000,8,14,0.07437430002028123
41000,9,14,0.07246569998096675
41000,10,15,0.07218370004557073
42000,1,14,0.07265809999080375
42000,2,12,0.07325590000255033
42000,3,13,0.07267570000840351
42000,4,15,0.07161300000734627
42000,5,13,0.06977620004909113
42000,6,14,0.0686987999943085
42000,7,16,0.06641919998219237
42000,8,16,0.06578569998964667
42000,9,14,0.06819329998688772
42000,10,14,0.06944999995175749
43000,1,12,0.0678786999778822
43000,2,14,0.06784380000317469
43000,3,16,0.06737509998492897
43000,4,16,0.0682387999841012
43000,5,12,0.06860990001587197
43000,6,16,0.06745319999754429
43000,7,16,0.06904269999358803
43000,8,16,0.06657980004092678
43000,9,14,0.0669058000203222
43000,10,12,0.06797920004464686
44000,1,15,0.0705051000113599
44000,2,14,0.07099239999661222
44000,3,13,0.07104190002428368
44000,4,15,0.07130880001932383
44000,5,13,0.07446120004169643
44000,6,11,0.07311389996903017
44000,7,13,0.07044049998512492
44000,8,16,0.07153039996046573
44000,9,13,0.07351900002686307
44000,10,15,0.06936999998288229
45000,1,16,0.06956430000718683
45000,2,15,0.06809519999660552
45000,3,13,0.06917390000307932
45000,4,13,0.06907600001432002
45000,5,11,0.07038449996616691
45000,6,13,0.07314880000194535
45000,7,14,0.06824910000432283
45000,8,16,0.06957630004035309
45000,9,15,0.06934370001545176
45000,10,14,0.06962969998130575
46000,1,14,0.06956570001784712
46000,2,14,0.06821249995846301
46000,3,15,0.07026090001454577
46000,4,15,0.0708456999855116
46000,5,15,0.06912179995561019
46000,6,14,0.06892440002411604
46000,7,14,0.06911270000273362
46000,8,12,0.06840409996220842
46000,9,15,0.06967339996481314
46000,10,15,0.06881169998086989
47000,1,15,0.07118259998969734
47000,2,8,0.07738590001827106
47000,3,16,0.0697344999643974
47000,4,13,0.07170440000481904
47000,5,15,0.0703075000201352
47000,6,15,0.07347970001865178
47000,7,14,0.0716095000389032
47000,8,14,0.07635889999801293
47000,9,12,0.07248810003511608
47000,10,14,0.07115099998190999
48000,1,11,0.07594419998349622
48000,2,13,0.07166779995895922
48000,3,13,0.07111459999578074
48000,4,15,0.07250040001235902
48000,5,15,0.07104049995541573
48000,6,16,0.07488820003345609
48000,7,15,0.07142710004700348
48000,8,15,0.07203170005232096
48000,9,14,0.0717220000224188
48000,10,12,0.07178590004332364
49000,1,14,0.07672470004763454
49000,2,15,0.07993469998473302
49000,3,15,0.07590520003577694
49000,4,15,0.07524020003620535
49000,5,16,0.07344980002380908
49000,6,15,0.07374960003653541
49000,7,14,0.0765419999952428
49000,8,14,0.0768969000200741
49000,9,10,0.07189650001237169
49000,10,16,0.07329990004654974
50000,1,10,0.07433800003491342
50000,2,14,0.07528540003113449
50000,3,15,0.07428579998668283
50000,4,14,0.07519179995870218
50000,5,16,0.07406080001965165
50000,6,16,0.07502589997602627
50000,7,12,0.0760028000222519
50000,8,14,0.07306419999804348
50000,9,15,0.07432849996257573
50000,10,15,0.0735032000229694
51000,1,16,0.07590080000227317
51000,2,14,0.07491709996247664
51000,3,14,0.07814989995677024
51000,4,13,0.07704810000723228
51000,5,14,0.07714320003287867
51000,6,9,0.07764770003268495
51000,7,16,0.07759170001372695
51000,8,16,0.07468610000796616
51000,9,15,0.0755496000056155
51000,10,14,0.08022669999627396
52000,1,16,0.07680849998723716
52000,2,14,0.07678070000838488
52000,3,16,0.08129070000723004
52000,4,15,0.07476960000349209
52000,5,15,0.081499999971129
52000,6,15,0.07532480004010722
52000,7,14,0.0770821999758482
52000,8,12,0.07535339996684343
52000,9,16,0.07549739995738491
52000,10,13,0.07673420000355691
53000,1,15,0.07701349997660145
53000,2,16,0.08251009997911751
53000,3,16,0.08344839996425435
53000,4,14,0.08002140000462532
53000,5,15,0.07651970000006258
53000,6,16,0.08415959996636957
53000,7,14,0.07985160005046055
53000,8,16,0.08394380001118407
53000,9,14,0.07652220001909882
53000,10,15,0.07954760000575334
54000,1,14,0.0805203000199981
54000,2,15,0.07954760000575334
54000,3,11,0.08169850002741441
54000,4,12,0.07729220000328496
54000,5,14,0.07666820002486929
54000,6,14,0.07818170002428815
54000,7,16,0.08429739996790886
54000,8,16,0.08518150000600144
54000,9,16,0.0833693000022322
54000,10,15,0.0819276999682188
55000,1,16,0.08649349998449907
55000,2,13,0.08436420001089573
55000,3,14,0.08628779998980463
55000,4,15,0.08499050000682473
55000,5,15,0.08513209997909144
55000,6,13,0.08514540002215654
55000,7,14,0.08596679999027401
55000,8,14,0.08397410000907257
55000,9,15,0.08479699998861179
55000,10,14,0.08481639996170998
56000,1,15,0.08517089998349547
56000,2,14,0.08784629998262972
56000,3,14,0.0828417000011541
56000,4,14,0.07901129999663681
56000,5,16,0.0826167999766767
56000,6,14,0.08108170004561543
56000,7,15,0.08441680000396445
56000,8,16,0.07864399999380112
56000,9,16,0.08136060001561418
56000,10,12,0.07908200001111254
57000,1,15,0.08037539996439591
57000,2,12,0.08158060000278056
57000,3,15,0.08327200001804158
57000,4,15,0.0870844999444671
57000,5,16,0.0821511999820359
57000,6,15,0.0822387999505736
57000,7,9,0.08239549997961149
57000,8,15,0.08185700001195073
57000,9,15,0.08256710000569001
57000,10,15,0.08162389998324215
58000,1,16,0.08378619997529313
58000,2,14,0.0813899000058882
58000,3,15,0.08467410004232079
58000,4,14,0.0808413999620825
58000,5,16,0.08176859997911379
58000,6,16,0.08337259996915236
58000,7,13,0.08634039998287335
58000,8,12,0.08563369995681569
58000,9,15,0.08262030000332743
58000,10,16,0.08155750000150874
59000,1,13,0.08356539998203516
59000,2,14,0.08416979998582974
59000,3,15,0.08980760001577437
59000,4,16,0.0839395000366494
59000,5,16,0.08604889997513965
59000,6,14,0.08409080002456903
59000,7,7,0.08552000002237037
59000,8,15,0.08195800002431497
59000,9,14,0.09138030000030994
59000,10,14,0.0817795000039041
60000,1,15,0.0835475999629125
60000,2,16,0.08485089999157935
60000,3,14,0.08781649998854846
60000,4,14,0.09174949995940551
60000,5,16,0.087800600042101
60000,6,16,0.0845345999696292
60000,7,14,0.09035939996829256
60000,8,16,0.08461979997809976
60000,9,16,0.09263099997770041
60000,10,14,0.08223189995624125
61000,1,15,0.08878789999289438
61000,2,13,0.08914509997703135
61000,3,12,0.08741580002242699
61000,4,14,0.08662410004762933
61000,5,15,0.08562680002069101
61000,6,14,0.0878680000314489
61000,7,15,0.08613660000264645
61000,8,13,0.08596789999864995
61000,9,15,0.08872930001234636
61000,10,15,0.08677649998571724
62000,1,12,0.08858870004769415
62000,2,14,0.08865910000167787
62000,3,15,0.08792199997697026
62000,4,16,0.0907638999633491
62000,5,12,0.08760480000637472
62000,6,16,0.09095520002301782
62000,7,16,0.0837652999907732
62000,8,15,0.08829849999165162
62000,9,15,0.08690170000772923
62000,10,15,0.08628799999132752
63000,1,14,0.08753489999799058
63000,2,16,0.09225520002655685
63000,3,7,0.08806130004813895
63000,4,14,0.09043350000865757
63000,5,15,0.08878970000660047
63000,6,14,0.08845410001231357
63000,7,16,0.08918690000427887
63000,8,15,0.08659210003679618
63000,9,16,0.08978450001450256
63000,10,15,0.08803709998028353
64000,1,12,0.09186739998403937
64000,2,12,0.09493199997814372
64000,3,14,0.09242050000466406
64000,4,16,0.09594129998004064
64000,5,10,0.09150349994888529
64000,6,14,0.09405919996788725
64000,7,15,0.09352180000860244
64000,8,16,0.09449789999052882
64000,9,14,0.09176620002835989
64000,10,16,0.08808120002504438
65000,1,16,0.0882156000006944
65000,2,14,0.08955869998317212
65000,3,14,0.09410779998870566
65000,4,16,0.09002329997019842
65000,5,16,0.09594229998765513
65000,6,14,0.08959699998376891
65000,7,14,0.09069850004743785
65000,8,16,0.09467119997134432
65000,9,14,0.09359219996258616
65000,10,12,0.09198860003380105
66000,1,16,0.08993870002450421
66000,2,15,0.08973199996398762
66000,3,16,0.09731700003612787
66000,4,17,0.09743369999341667
66000,5,15,0.09570100001292303
66000,6,16,0.09477230004267767
66000,7,14,0.09839669999200851
66000,8,15,0.0984963999944739
66000,9,15,0.09592450002674013
66000,10,14,0.10003410000354052
67000,1,14,0.1008793999790214
67000,2,12,0.10196639999048784
67000,3,15,0.10137899999972433
67000,4,16,0.09891389997210354
67000,5,14,0.10061760002281517
67000,6,14,0.09705440001562238
67000,7,15,0.0962633999879472
67000,8,15,0.09840899996925145
67000,9,15,0.08968319999985397
67000,10,15,0.09258689999114722
68000,1,16,0.09224770002765581
68000,2,15,0.09103999997023493
68000,3,15,0.09230670001124963
68000,4,16,0.09335769998142496
68000,5,16,0.0944708000170067
68000,6,16,0.09361260000150651
68000,7,14,0.09470449999207631
68000,8,15,0.09224470000481233
68000,9,14,0.10910630004946142
68000,10,15,0.09643249999498948
69000,1,16,0.09470519999740645
69000,2,15,0.09415960003389046
69000,3,15,0.09187120001297444
69000,4,16,0.09442959999432787
69000,5,16,0.09790289995726198
69000,6,13,0.09741299995221198
69000,7,14,0.09747450001304969
69000,8,15,0.09713399998145178
69000,9,13,0.09614179999334738
69000,10,14,0.09169510001083836
70000,1,17,0.09541400003945455
70000,2,14,0.09574920003069565
70000,3,15,0.09342450002441183
70000,4,17,0.09252800000831485
70000,5,15,0.09605120000196621
70000,6,15,0.09637929999735206
70000,7,15,0.09811329998774454
70000,8,15,0.10182109999004751
70000,9,16,0.09731330000795424
70000,10,16,0.09525329997995868
71000,1,16,0.09814260003622621
71000,2,15,0.09852390002924949
71000,3,14,0.09798439999576658
71000,4,14,0.0978393999976106
71000,5,14,0.10404090001247823
71000,6,16,0.09525930002564564
71000,7,16,0.10507750004762784
71000,8,14,0.09484730003168806
71000,9,15,0.09603710001101717
71000,10,17,0.0963612999767065
72000,1,16,0.09515770000871271
72000,2,15,0.0942098000086844
72000,3,17,0.09683899994706735
72000,4,16,0.09797510004136711
72000,5,15,0.09569500002544373
72000,6,16,0.09943409997504205
72000,7,16,0.09931230003712699
72000,8,16,0.10028449998935685
72000,9,14,0.09699330001603812
72000,10,17,0.10029929998563603
73000,1,16,0.1001725000096485
73000,2,15,0.09881029999814928
73000,3,16,0.09745330002624542
73000,4,16,0.09988430002704263
73000,5,15,0.1025231999810785
73000,6,15,0.10105029999976978
73000,7,15,0.10224089998519048
73000,8,16,0.10640460002468899
73000,9,14,0.10300369997275993
73000,10,16,0.102289300004486
74000,1,17,0.10366409999551252
74000,2,14,0.10712170001352206
74000,3,15,0.10777350002899766
74000,4,14,0.10495130001800135
74000,5,16,0.10596050001913682
74000,6,15,0.11303710000356659
74000,7,16,0.11568300001090392
74000,8,16,0.11229130002902821
74000,9,14,0.10777180001605302
74000,10,17,0.11069010000210255
75000,1,17,0.11729870003182441
75000,2,15,0.11362349998671561
75000,3,14,0.11177249997854233
75000,4,15,0.12007569998968393
75000,5,14,0.11675079999258742
75000,6,16,0.11974890000419691
75000,7,15,0.10940199997276068
75000,8,15,0.11123280000174418
75000,9,15,0.11339229997247458
75000,10,13,0.10516519995871931
76000,1,15,0.10964019998209551
76000,2,15,0.10695469996426255
76000,3,16,0.11396119999699295
76000,4,16,0.11621820001164451
76000,5,17,0.11725190002471209
76000,6,16,0.11448509996989742
76000,7,15,0.11757879995275289
76000,8,16,0.11217559996293858
76000,9,13,0.11433630000101402
76000,10,15,0.11250759998802096
77000,1,13,0.11318849999224767
77000,2,12,0.11362069996539503
77000,3,15,0.11715289996936917
77000,4,15,0.11457649996737018
77000,5,14,0.11634239996783435
77000,6,16,0.11458560003666207
77000,7,17,0.1158397999824956
77000,8,15,0.10749730002135038
77000,9,15,0.10555710003245622
77000,10,16,0.10856319998856634
78000,1,16,0.10789929999737069
78000,2,17,0.10963530000299215
78000,3,14,0.12435669999103993
78000,4,16,0.12253430002601817
78000,5,16,0.12199829996097833
78000,6,15,0.11528020002879202
78000,7,14,0.116957199992612
78000,8,15,0.11129580001579598
78000,9,15,0.11171190004097298
78000,10,16,0.11346450005657971
79000,1,16,0.11124050000216812
79000,2,14,0.11230710003292188
79000,3,17,0.11905059998389333
79000,4,14,0.11740439996356145
79000,5,17,0.12591410003369674
79000,6,16,0.11693509999895468
79000,7,16,0.11429330002283677
79000,8,13,0.11382650001905859
79000,9,16,0.11493859998881817
79000,10,13,0.11198280000826344
80000,1,16,0.11955719999969006
80000,2,16,0.11225589999230579
80000,3,15,0.11511569999856874
80000,4,17,0.1128247000160627
80000,5,17,0.11428490001708269
80000,6,14,0.11512959998799488
80000,7,16,0.11821049998980016
80000,8,16,0.11767189996317029
80000,9,15,0.11566569999558851
80000,10,16,0.11642370000481606
81000,1,17,0.11576630000490695
81000,2,13,0.11517360003199428
81000,3,13,0.11493579996749759
81000,4,14,0.11734930000966415
81000,5,16,0.11941270000534132
81000,6,14,0.11741429998073727
81000,7,16,0.11651899997377768
81000,8,14,0.11616189999040216
81000,9,16,0.1165599999949336
81000,10,15,0.11459610000019893
82000,1,16,0.11438229994382709
82000,2,15,0.11481120000826195
82000,3,15,0.1163245000061579
82000,4,16,0.11989739997079596
82000,5,16,0.11838940001325682
82000,6,13,0.12209110002731904
82000,7,15,0.12056180002400652
82000,8,16,0.11572429997613654
82000,9,16,0.11565589997917414
82000,10,16,0.11672460002591833
83000,1,16,0.11588180001126602
83000,2,14,0.11910869996063411
83000,3,15,0.1319046999560669
83000,4,16,0.13327519997255877
83000,5,15,0.12777870002901182
83000,6,14,0.11835880001308396
83000,7,14,0.11985850002383813
83000,8,15,0.11805920000188053
83000,9,15,0.11601980001432821
83000,10,15,0.1162517000338994
84000,1,16,0.11642219999339432
84000,2,17,0.11605130002135411
84000,3,16,0.12164069997379556
84000,4,14,0.11819359997753054
84000,5,17,0.12021950003691018
84000,6,16,0.1297404999495484
84000,7,15,0.12067150004440919
84000,8,17,0.12087639997480437
84000,9,16,0.12470109999412671
84000,10,15,0.12007520004408434
85000,1,16,0.12354629999026656
85000,2,15,0.12489300000015646
85000,3,15,0.11902120005106553
85000,4,15,0.1209901999682188
85000,5,16,0.12303699995391071
85000,6,15,0.12474569998448715
85000,7,16,0.12288089998764917
85000,8,16,0.12377310002921149
85000,9,15,0.12758949998533353
85000,10,16,0.12594009999884292
86000,1,16,0.1286044999724254
86000,2,15,0.12504490005085245
86000,3,15,0.12481249996926636
86000,4,16,0.11992779996944591
86000,5,16,0.12082800001371652
86000,6,15,0.12117900000885129
86000,7,16,0.11926110001513734
86000,8,15,0.12034099997254089
86000,9,15,0.1228273999877274
86000,10,17,0.12127799994777888
87000,1,12,0.12270270002773032
87000,2,11,0.1276563000283204
87000,3,14,0.12274329998763278
87000,4,17,0.11918830004287884
87000,5,16,0.1223265000153333
87000,6,14,0.12142330000642687
87000,7,17,0.12280870001995936
87000,8,14,0.12886579998303205
87000,9,12,0.12094889994477853
87000,10,16,0.1196953000035137
